epoch,accuracy,loss,val_accuracy,val_loss
0,0.8192307949066162,0.5890052318572998,0.8390804529190063,0.4552792012691498
1,0.8192307949066162,0.48797279596328735,0.8390804529190063,0.4412839710712433
2,0.8192307949066162,0.47694188356399536,0.8390804529190063,0.4412284195423126
3,0.8192307949066162,0.47568023204803467,0.8390804529190063,0.4440979063510895
4,0.8192307949066162,0.47398778796195984,0.8390804529190063,0.4447326958179474
5,0.8192307949066162,0.47435998916625977,0.8390804529190063,0.44385871291160583
6,0.8192307949066162,0.4754192531108856,0.8390804529190063,0.4456891417503357
7,0.8192307949066162,0.4750741124153137,0.8390804529190063,0.44566085934638977
